Date,Date,Region,Confirmed_Cases,Active_Cases,Cured/Discharged,Death,Forecasted,Forecasted_high,Forecasted_low
24-05-2020,24-05-2020,Delhi,12910,6412,6267.0,231.0,,,
25-05-2020,25-05-2020,Delhi,13418,6617,6540.0,261.0,,,
26-05-2020,26-05-2020,Delhi,14053,7006,6771.0,276.0,,,
27-05-2020,27-05-2020,Delhi,14465,6954,7223.0,288.0,,,
28-05-2020,28-05-2020,Delhi,15257,7690,7264.0,303.0,,,
29-05-2020,29-05-2020,Delhi,16281,8470,7495.0,316.0,,,
30-05-2020,30-05-2020,Delhi,17386,9142,7846.0,398.0,,,
31-05-2020,31-05-2020,Delhi,18549,10058,8075.0,416.0,,,
01-06-2020,01-06-2020,Delhi,19844,10893,8478.0,473.0,,,
02-06-2020,02-06-2020,Delhi,20834,11565,8746.0,523.0,,,
03-06-2020,03-06-2020,Delhi,22132,12333,9243.0,556.0,,,
04-06-2020,04-06-2020,Delhi,23645,13497,9542.0,606.0,,,
05-06-2020,05-06-2020,Delhi,25004,14456,9898.0,650.0,,,
06-06-2020,06-06-2020,Delhi,26334,15311,10315.0,708.0,,,
07-06-2020,07-06-2020,Delhi,27654,16229,10664.0,761.0,,,
08-06-2020,08-06-2020,Delhi,27654,16229,10664.0,761.0,,,
09-06-2020,09-06-2020,Delhi,29943,17712,11357.0,874.0,,,
10-06-2020,10-06-2020,Delhi,31309,18543,11861.0,905.0,,,
11-06-2020,11-06-2020,Delhi,32810,19581,12245.0,984.0,,,
12-06-2020,12-06-2020,Delhi,34687,20871,12731.0,1085.0,,,
13-06-2020,13-06-2020,Delhi,36824,22212,13398.0,1214.0,,,
14-06-2020,14-06-2020,Delhi,38958,22742,14945.0,1271.0,,,
15-06-2020,15-06-2020,Delhi,41182,24032,15823.0,1327.0,,,
16-06-2020,16-06-2020,Delhi,42829,25002,16427.0,1400.0,,,
17-06-2020,17-06-2020,Delhi,44688,26351,16500.0,1837.0,,,
18-06-2020,18-06-2020,Delhi,47102,27741,17457.0,1904.0,,,
19-06-2020,19-06-2020,Delhi,49979,26669,21341.0,1969.0,,,
20-06-2020,20-06-2020,Delhi,53116,27512,23569.0,2035.0,,,
21-06-2020,21-06-2020,Delhi,56746,23340,31294.0,2112.0,,,
22-06-2020,22-06-2020,Delhi,59746,24558,33013.0,2175.0,,,
23-06-2020,23-06-2020,Delhi,62655,23820,36602.0,2233.0,,,
24-06-2020,24-06-2020,Delhi,66602,24988,39313.0,2301.0,,,
25-06-2020,25-06-2020,Delhi,70390,26588,41437.0,2365.0,,,
26-06-2020,26-06-2020,Delhi,73780,26586,44765.0,2429.0,,,
27-06-2020,27-06-2020,Delhi,77240,27657,47091.0,2492.0,,,
28-06-2020,28-06-2020,Delhi,80188,28329,49301.0,2558.0,,,
29-06-2020,29-06-2020,Delhi,83077,27847,52607.0,2623.0,,,
30-06-2020,30-06-2020,Delhi,85161,26246,56235.0,2680.0,,,
01-07-2020,01-07-2020,Delhi,87360,26270,58348.0,2742.0,,,
02-07-2020,02-07-2020,Delhi,89802,27007,59992.0,2803.0,,,
03-07-2020,03-07-2020,Delhi,92175,26304,63007.0,2864.0,,,
04-07-2020,04-07-2020,Delhi,94695,26148,65624.0,2923.0,,,
05-07-2020,05-07-2020,Delhi,97200,25940,68256.0,3004.0,,,
06-07-2020,06-07-2020,Delhi,99444,25038,71339.0,3067.0,,,
07-07-2020,07-07-2020,Delhi,100823,25620,72088.0,3115.0,,,
08-07-2020,08-07-2020,Delhi,102831,25449,74217.0,3165.0,,,
09-07-2020,09-07-2020,Delhi,104864,23452,78199.0,3213.0,,,
10-07-2020,10-07-2020,Delhi,107051,21567,82226.0,3258.0,,,
11-07-2020,11-07-2020,Delhi,109140,21146,84694.0,3300.0,,,
12-07-2020,12-07-2020,Delhi,110921,19895,87692.0,3334.0,,,
13-07-2020,13-07-2020,Delhi,112494,19155,89968.0,3371.0,,,
14-07-2020,14-07-2020,Delhi,113740,19017,91312.0,3411.0,,,
15-07-2020,15-07-2020,Delhi,115346,18664,93236.0,3446.0,,,
16-07-2020,16-07-2020,Delhi,116993,17807,95699.0,3487.0,,,
17-07-2020,17-07-2020,Delhi,118645,17407,97693.0,3545.0,,,
18-07-2020,18-07-2020,Delhi,120107,17235,99301.0,3571.0,,,
19-07-2020,19-07-2020,Delhi,121582,16711,101274.0,3597.0,,,
20-07-2020,20-07-2020,Delhi,122793,16031,103134.0,3628.0,,,
21-07-2020,21-07-2020,Delhi,123747,15166,104918.0,3663.0,,,
22-07-2020,22-07-2020,Delhi,125096,15288,106118.0,3690.0,,,
23-07-2020,23-07-2020,Delhi,126323,14954,107650.0,3719.0,,,
24-07-2020,24-07-2020,Delhi,127364,14554,109065.0,3745.0,,,
25-07-2020,25-07-2020,Delhi,128389,13681,110931.0,3777.0,,,
26-07-2020,26-07-2020,Delhi,129531,12657,113068.0,3806.0,,,
27-07-2020,27-07-2020,Delhi,130606,11904,114875.0,3827.0,,,
28-07-2020,28-07-2020,Delhi,131219,10994,116372.0,3853.0,,,
29-07-2020,29-07-2020,Delhi,132275,10887,117507.0,3881.0,,,
29-07-2020,29-07-2020,Delhi,,,,,131936.0,132488.5077177845,131384.47244805924
30-07-2020,30-07-2020,Delhi,,,,,132722.0,133698.935072326,131744.62991295793
31-07-2020,31-07-2020,Delhi,,,,,133601.0,135063.60598945204,132139.37277783157
01-08-2020,01-08-2020,Delhi,,,,,134502.0,136515.61915963917,132487.50435156084
02-08-2020,02-08-2020,Delhi,,,,,135467.0,138119.39220503523,132814.85972879818
03-08-2020,03-08-2020,Delhi,,,,,136318.0,139690.84095838957,132945.8589344317
04-08-2020,04-08-2020,Delhi,,,,,137099.0,141303.63534912947,132894.3129430129
05-08-2020,05-08-2020,Delhi,,,,,137903.0,143000.77741170212,132805.3988724272
06-08-2020,06-08-2020,Delhi,,,,,138685.0,144706.73282158523,132662.53091440574
07-08-2020,07-08-2020,Delhi,,,,,139560.0,146540.7840240533,132579.5120825753
08-08-2020,08-08-2020,Delhi,,,,,140531.0,148482.53848295915,132579.4969547047
09-08-2020,09-08-2020,Delhi,,,,,141465.0,150422.16264256273,132506.90393516907
10-08-2020,10-08-2020,Delhi,,,,,142402.0,152428.84450970142,132375.3254996144
11-08-2020,11-08-2020,Delhi,,,,,143293.0,154440.02406961514,132145.29031652553
12-08-2020,12-08-2020,Delhi,,,,,144102.0,156427.50798294152,131776.91029016132
13-08-2020,13-08-2020,Delhi,,,,,144969.0,158516.11218667822,131420.97423541575
14-08-2020,14-08-2020,Delhi,,,,,145874.0,160659.2575401435,131089.1768657554
15-08-2020,15-08-2020,Delhi,,,,,146809.0,162855.15276305508,130762.1856119927
16-08-2020,16-08-2020,Delhi,,,,,147821.0,165155.90826824307,130486.99896681099
17-08-2020,17-08-2020,Delhi,,,,,148797.0,167448.10482785385,130145.23165604738
18-08-2020,18-08-2020,Delhi,,,,,149721.0,169739.35397323404,129701.65326940919
19-08-2020,19-08-2020,Delhi,,,,,150649.0,172078.6260782047,129219.26408616375
20-08-2020,20-08-2020,Delhi,,,,,151536.0,174408.7414301078,128663.86715262172
21-08-2020,21-08-2020,Delhi,,,,,152459.0,176806.64787723185,128112.27333019042
22-08-2020,22-08-2020,Delhi,,,,,153460.0,179298.06153299968,127621.416964347
23-08-2020,23-08-2020,Delhi,,,,,154458.0,181805.72424850694,127110.2855573296
24-08-2020,24-08-2020,Delhi,,,,,155480.0,184369.56171319124,126591.35421692024
25-08-2020,25-08-2020,Delhi,,,,,156494.0,186954.815127442,126034.17232593826
26-08-2020,26-08-2020,Delhi,,,,,157443.0,189511.28566363826,125374.79500431253
26-03-2020,26-03-2020,Goa,3,3,0.0,0.0,,,
27-03-2020,27-03-2020,Goa,3,3,0.0,0.0,,,
28-03-2020,28-03-2020,Goa,3,3,0.0,0.0,,,
29-03-2020,29-03-2020,Goa,3,3,0.0,0.0,,,
30-03-2020,30-03-2020,Goa,5,5,0.0,0.0,,,
31-03-2020,31-03-2020,Goa,5,5,0.0,0.0,,,
01-04-2020,01-04-2020,Goa,5,5,0.0,0.0,,,
02-04-2020,02-04-2020,Goa,5,5,0.0,0.0,,,
03-04-2020,03-04-2020,Goa,6,6,0.0,0.0,,,
04-04-2020,04-04-2020,Goa,6,6,0.0,0.0,,,
05-04-2020,05-04-2020,Goa,7,7,0.0,0.0,,,
06-04-2020,06-04-2020,Goa,7,7,0.0,0.0,,,
07-04-2020,07-04-2020,Goa,7,7,0.0,0.0,,,
08-04-2020,08-04-2020,Goa,7,7,0.0,0.0,,,
09-04-2020,09-04-2020,Goa,7,7,0.0,0.0,,,
10-04-2020,10-04-2020,Goa,7,7,0.0,0.0,,,
11-04-2020,11-04-2020,Goa,7,6,1.0,0.0,,,
12-04-2020,12-04-2020,Goa,7,2,5.0,0.0,,,
13-04-2020,13-04-2020,Goa,7,2,5.0,0.0,,,
14-04-2020,14-04-2020,Goa,7,2,5.0,0.0,,,
15-04-2020,15-04-2020,Goa,7,2,5.0,0.0,,,
16-04-2020,16-04-2020,Goa,7,2,5.0,0.0,,,
17-04-2020,17-04-2020,Goa,7,1,6.0,0.0,,,
18-04-2020,18-04-2020,Goa,7,1,6.0,0.0,,,
19-04-2020,19-04-2020,Goa,7,1,6.0,0.0,,,
20-04-2020,20-04-2020,Goa,7,0,7.0,0.0,,,
21-04-2020,21-04-2020,Goa,7,0,7.0,0.0,,,
22-04-2020,22-04-2020,Goa,7,0,7.0,0.0,,,
23-04-2020,23-04-2020,Goa,7,0,7.0,0.0,,,
24-04-2020,24-04-2020,Goa,7,0,7.0,0.0,,,
25-04-2020,25-04-2020,Goa,7,0,7.0,0.0,,,
26-04-2020,26-04-2020,Goa,7,0,7.0,0.0,,,
27-04-2020,27-04-2020,Goa,7,0,7.0,0.0,,,
28-04-2020,28-04-2020,Goa,7,0,7.0,0.0,,,
29-04-2020,29-04-2020,Goa,7,0,7.0,0.0,,,
30-04-2020,30-04-2020,Goa,7,0,7.0,0.0,,,
01-05-2020,01-05-2020,Goa,7,0,7.0,0.0,,,
02-05-2020,02-05-2020,Goa,7,0,7.0,0.0,,,
03-05-2020,03-05-2020,Goa,7,0,7.0,0.0,,,
04-05-2020,04-05-2020,Goa,7,0,7.0,0.0,,,
05-05-2020,05-05-2020,Goa,7,0,7.0,0.0,,,
06-05-2020,06-05-2020,Goa,7,0,7.0,0.0,,,
07-05-2020,07-05-2020,Goa,7,0,7.0,0.0,,,
08-05-2020,08-05-2020,Goa,7,0,7.0,0.0,,,
09-05-2020,09-05-2020,Goa,7,0,7.0,0.0,,,
10-05-2020,10-05-2020,Goa,7,0,7.0,0.0,,,
11-05-2020,11-05-2020,Goa,7,0,7.0,0.0,,,
12-05-2020,12-05-2020,Goa,7,0,7.0,0.0,,,
13-05-2020,13-05-2020,Goa,7,0,7.0,0.0,,,
14-05-2020,14-05-2020,Goa,7,0,7.0,0.0,,,
15-05-2020,15-05-2020,Goa,14,7,7.0,0.0,,,
16-05-2020,16-05-2020,Goa,15,8,7.0,0.0,,,
17-05-2020,17-05-2020,Goa,17,10,7.0,0.0,,,
18-05-2020,18-05-2020,Goa,29,22,7.0,0.0,,,
19-05-2020,19-05-2020,Goa,38,31,7.0,0.0,,,
20-05-2020,20-05-2020,Goa,46,39,7.0,0.0,,,
21-05-2020,21-05-2020,Goa,50,43,7.0,0.0,,,
22-05-2020,22-05-2020,Goa,52,45,7.0,0.0,,,
23-05-2020,23-05-2020,Goa,54,38,16.0,0.0,,,
24-05-2020,24-05-2020,Goa,55,39,16.0,0.0,,,
25-05-2020,25-05-2020,Goa,66,47,19.0,0.0,,,
26-05-2020,26-05-2020,Goa,67,48,19.0,0.0,,,
27-05-2020,27-05-2020,Goa,67,39,28.0,0.0,,,
28-05-2020,28-05-2020,Goa,68,31,37.0,0.0,,,
29-05-2020,29-05-2020,Goa,69,31,38.0,0.0,,,
30-05-2020,30-05-2020,Goa,69,28,41.0,0.0,,,
31-05-2020,31-05-2020,Goa,70,29,41.0,0.0,,,
01-06-2020,01-06-2020,Goa,70,28,42.0,0.0,,,
02-06-2020,02-06-2020,Goa,71,29,42.0,0.0,,,
03-06-2020,03-06-2020,Goa,79,22,57.0,0.0,,,
04-06-2020,04-06-2020,Goa,79,22,57.0,0.0,,,
05-06-2020,05-06-2020,Goa,166,109,57.0,0.0,,,
06-06-2020,06-06-2020,Goa,196,131,65.0,0.0,,,
07-06-2020,07-06-2020,Goa,267,202,65.0,0.0,,,
08-06-2020,08-06-2020,Goa,300,235,65.0,0.0,,,
09-06-2020,09-06-2020,Goa,330,263,67.0,0.0,,,
10-06-2020,10-06-2020,Goa,359,292,67.0,0.0,,,
11-06-2020,11-06-2020,Goa,387,320,67.0,0.0,,,
12-06-2020,12-06-2020,Goa,417,350,67.0,0.0,,,
13-06-2020,13-06-2020,Goa,463,394,69.0,0.0,,,
14-06-2020,14-06-2020,Goa,523,453,70.0,0.0,,,
15-06-2020,15-06-2020,Goa,564,490,74.0,0.0,,,
16-06-2020,16-06-2020,Goa,592,507,85.0,0.0,,,
17-06-2020,17-06-2020,Goa,629,544,85.0,0.0,,,
18-06-2020,18-06-2020,Goa,656,560,96.0,0.0,,,
19-06-2020,19-06-2020,Goa,705,596,109.0,0.0,,,
20-06-2020,20-06-2020,Goa,725,607,118.0,0.0,,,
21-06-2020,21-06-2020,Goa,754,625,129.0,0.0,,,
22-06-2020,22-06-2020,Goa,754,625,129.0,0.0,,,
23-06-2020,23-06-2020,Goa,864,711,152.0,1.0,,,
24-06-2020,24-06-2020,Goa,909,703,205.0,1.0,,,
25-06-2020,25-06-2020,Goa,951,660,289.0,2.0,,,
26-06-2020,26-06-2020,Goa,995,658,335.0,2.0,,,
27-06-2020,27-06-2020,Goa,1039,667,370.0,2.0,,,
28-06-2020,28-06-2020,Goa,1128,706,420.0,2.0,,,
29-06-2020,29-06-2020,Goa,1198,717,478.0,3.0,,,
30-06-2020,30-06-2020,Goa,1198,717,478.0,3.0,,,
01-07-2020,01-07-2020,Goa,1315,716,596.0,3.0,,,
02-07-2020,02-07-2020,Goa,1387,713,670.0,4.0,,,
03-07-2020,03-07-2020,Goa,1482,744,734.0,4.0,,,
04-07-2020,04-07-2020,Goa,1482,744,734.0,4.0,,,
05-07-2020,05-07-2020,Goa,1684,853,825.0,6.0,,,
06-07-2020,06-07-2020,Goa,1761,818,936.0,7.0,,,
07-07-2020,07-07-2020,Goa,1813,745,1061.0,7.0,,,
08-07-2020,08-07-2020,Goa,1903,739,1156.0,8.0,,,
09-07-2020,09-07-2020,Goa,2039,824,1207.0,8.0,,,
10-07-2020,10-07-2020,Goa,2151,869,1273.0,9.0,,,
11-07-2020,11-07-2020,Goa,2251,895,1347.0,9.0,,,
12-07-2020,12-07-2020,Goa,2368,928,1428.0,12.0,,,
13-07-2020,13-07-2020,Goa,2453,952,1487.0,14.0,,,
14-07-2020,14-07-2020,Goa,2583,1026,1540.0,17.0,,,
15-07-2020,15-07-2020,Goa,2753,1128,1607.0,18.0,,,
16-07-2020,16-07-2020,Goa,2951,1259,1674.0,18.0,,,
17-07-2020,17-07-2020,Goa,3108,1272,1817.0,19.0,,,
18-07-2020,18-07-2020,Goa,3304,1337,1946.0,21.0,,,
19-07-2020,19-07-2020,Goa,3484,1425,2038.0,21.0,,,
20-07-2020,20-07-2020,Goa,3657,1417,2218.0,22.0,,,
21-07-2020,21-07-2020,Goa,3853,1469,2361.0,23.0,,,
22-07-2020,22-07-2020,Goa,4027,1552,2449.0,26.0,,,
23-07-2020,23-07-2020,Goa,4176,1607,2541.0,28.0,,,
24-07-2020,24-07-2020,Goa,4350,1666,2655.0,29.0,,,
25-07-2020,25-07-2020,Goa,4540,1646,2865.0,29.0,,,
26-07-2020,26-07-2020,Goa,4686,1606,3047.0,33.0,,,
27-07-2020,27-07-2020,Goa,4861,1549,3277.0,35.0,,,
28-07-2020,28-07-2020,Goa,5119,1673,3410.0,36.0,,,
29-07-2020,29-07-2020,Goa,5287,1656,3595.0,36.0,,,
29-07-2020,29-07-2020,Goa,,,,,5314.0,5358.34592929733,5268.911670874905
30-07-2020,30-07-2020,Goa,,,,,5488.0,5558.112402876751,5417.762050168222
31-07-2020,31-07-2020,Goa,,,,,5703.0,5800.429098902293,5606.198086075147
01-08-2020,01-08-2020,Goa,,,,,5922.0,6043.151375073258,5800.592206577071
02-08-2020,02-08-2020,Goa,,,,,6099.0,6256.479514177817,5942.203943815456
03-08-2020,03-08-2020,Goa,,,,,6319.0,6507.635300943352,6130.202135144172
04-08-2020,04-08-2020,Goa,,,,,6537.0,6758.75068567758,6315.02678035546
05-08-2020,05-08-2020,Goa,,,,,6728.0,6989.435035318813,6467.560996505799
06-08-2020,06-08-2020,Goa,,,,,6947.0,7246.37754328678,6647.851413319361
07-08-2020,07-08-2020,Goa,,,,,7169.0,7506.986879088846,6830.503854927948
08-08-2020,08-08-2020,Goa,,,,,7370.0,7751.87929065246,6988.470778783742
09-08-2020,09-08-2020,Goa,,,,,7591.0,8016.016729876912,7165.594059987243
10-08-2020,10-08-2020,Goa,,,,,7816.0,8284.966203109423,7346.063145904134
11-08-2020,11-08-2020,Goa,,,,,8026.0,8542.70487356548,7508.745252439976
12-08-2020,12-08-2020,Goa,,,,,8249.0,8814.340952180135,7684.147147433354
13-08-2020,13-08-2020,Goa,,,,,8477.0,9091.348801158232,7863.426031280282
14-08-2020,14-08-2020,Goa,,,,,8695.0,9360.605605289757,8029.848689136821
15-08-2020,15-08-2020,Goa,,,,,8922.0,9640.053036119318,8204.768242616474
16-08-2020,16-08-2020,Goa,,,,,9154.0,9924.903613231987,8383.506613429066
17-08-2020,17-08-2020,Goa,,,,,9379.0,10204.69879596429,8553.089941486793
18-08-2020,18-08-2020,Goa,,,,,9610.0,10492.10079342241,8728.331476971558
19-08-2020,19-08-2020,Goa,,,,,9846.0,10784.685481348903,8907.099064691824
20-08-2020,20-08-2020,Goa,,,,,10077.0,11074.257754375596,9079.444611078698
21-08-2020,21-08-2020,Goa,,,,,10313.0,11369.666389056507,9255.576552906907
22-08-2020,22-08-2020,Goa,,,,,10552.0,11669.916504761,9434.841362508094
23-08-2020,23-08-2020,Goa,,,,,10789.0,11968.682793296553,9609.697635246554
24-08-2020,24-08-2020,Goa,,,,,11030.0,12272.08431307958,9787.121618210858
25-08-2020,25-08-2020,Goa,,,,,11274.0,12579.950904138952,9967.272302546155
26-08-2020,26-08-2020,Goa,,,,,11516.0,12887.46169099833,10144.489349884188
20-03-2020,20-03-2020,Gujarat,2,2,0.0,0.0,,,
21-03-2020,21-03-2020,Gujarat,7,7,0.0,0.0,,,
22-03-2020,22-03-2020,Gujarat,18,17,0.0,1.0,,,
23-03-2020,23-03-2020,Gujarat,29,28,0.0,1.0,,,
24-03-2020,24-03-2020,Gujarat,29,28,0.0,1.0,,,
25-03-2020,25-03-2020,Gujarat,33,32,0.0,1.0,,,
26-03-2020,26-03-2020,Gujarat,38,36,0.0,2.0,,,
27-03-2020,27-03-2020,Gujarat,43,40,0.0,3.0,,,
28-03-2020,28-03-2020,Gujarat,45,42,0.0,3.0,,,
29-03-2020,29-03-2020,Gujarat,53,49,0.0,4.0,,,
30-03-2020,30-03-2020,Gujarat,58,52,1.0,5.0,,,
31-03-2020,31-03-2020,Gujarat,73,64,3.0,6.0,,,
01-04-2020,01-04-2020,Gujarat,74,63,5.0,6.0,,,
02-04-2020,02-04-2020,Gujarat,82,71,5.0,6.0,,,
03-04-2020,03-04-2020,Gujarat,87,72,8.0,7.0,,,
04-04-2020,04-04-2020,Gujarat,95,76,10.0,9.0,,,
05-04-2020,05-04-2020,Gujarat,105,81,14.0,10.0,,,
06-04-2020,06-04-2020,Gujarat,122,93,18.0,11.0,,,
07-04-2020,07-04-2020,Gujarat,144,110,22.0,12.0,,,
08-04-2020,08-04-2020,Gujarat,165,127,25.0,13.0,,,
09-04-2020,09-04-2020,Gujarat,179,138,25.0,16.0,,,
10-04-2020,10-04-2020,Gujarat,241,198,26.0,17.0,,,
11-04-2020,11-04-2020,Gujarat,308,258,31.0,19.0,,,
12-04-2020,12-04-2020,Gujarat,432,366,44.0,22.0,,,
13-04-2020,13-04-2020,Gujarat,516,447,44.0,25.0,,,
14-04-2020,14-04-2020,Gujarat,539,459,54.0,26.0,,,
15-04-2020,15-04-2020,Gujarat,650,563,59.0,28.0,,,
16-04-2020,16-04-2020,Gujarat,766,669,64.0,33.0,,,
17-04-2020,17-04-2020,Gujarat,930,821,73.0,36.0,,,
18-04-2020,18-04-2020,Gujarat,1099,972,86.0,41.0,,,
19-04-2020,19-04-2020,Gujarat,1376,1230,93.0,53.0,,,
20-04-2020,20-04-2020,Gujarat,1743,1575,105.0,63.0,,,
21-04-2020,21-04-2020,Gujarat,1939,1737,131.0,71.0,,,
22-04-2020,22-04-2020,Gujarat,2178,1949,139.0,90.0,,,
23-04-2020,23-04-2020,Gujarat,2407,2125,179.0,103.0,,,
24-04-2020,24-04-2020,Gujarat,2624,2254,258.0,112.0,,,
25-04-2020,25-04-2020,Gujarat,2815,2423,265.0,127.0,,,
26-04-2020,26-04-2020,Gujarat,3071,2656,282.0,133.0,,,
27-04-2020,27-04-2020,Gujarat,3301,2837,313.0,151.0,,,
28-04-2020,28-04-2020,Gujarat,3548,2992,394.0,162.0,,,
29-04-2020,29-04-2020,Gujarat,3744,3129,434.0,181.0,,,
30-04-2020,30-04-2020,Gujarat,4082,3358,527.0,197.0,,,
01-05-2020,01-05-2020,Gujarat,4395,3568,613.0,214.0,,,
02-05-2020,02-05-2020,Gujarat,4721,3750,735.0,236.0,,,
03-05-2020,03-05-2020,Gujarat,5054,3896,896.0,262.0,,,
04-05-2020,04-05-2020,Gujarat,5428,4096,1042.0,290.0,,,
05-05-2020,05-05-2020,Gujarat,5804,4290,1195.0,319.0,,,
06-05-2020,06-05-2020,Gujarat,6245,4496,1381.0,368.0,,,
07-05-2020,07-05-2020,Gujarat,6625,4729,1500.0,396.0,,,
08-05-2020,08-05-2020,Gujarat,7012,4878,1709.0,425.0,,,
09-05-2020,09-05-2020,Gujarat,7402,5081,1872.0,449.0,,,
10-05-2020,10-05-2020,Gujarat,7796,5233,2091.0,472.0,,,
11-05-2020,11-05-2020,Gujarat,8194,5156,2545.0,493.0,,,
12-05-2020,12-05-2020,Gujarat,8541,5248,2780.0,513.0,,,
13-05-2020,13-05-2020,Gujarat,8903,5120,3246.0,537.0,,,
14-05-2020,14-05-2020,Gujarat,9267,5139,3562.0,566.0,,,
15-05-2020,15-05-2020,Gujarat,9591,5252,3753.0,586.0,,,
16-05-2020,16-05-2020,Gujarat,9931,5290,4035.0,606.0,,,
17-05-2020,17-05-2020,Gujarat,10988,6055,4308.0,625.0,,,
18-05-2020,18-05-2020,Gujarat,11379,6221,4499.0,659.0,,,
19-05-2020,19-05-2020,Gujarat,11745,6247,4804.0,694.0,,,
20-05-2020,20-05-2020,Gujarat,12140,6378,5043.0,719.0,,,
21-05-2020,21-05-2020,Gujarat,12537,6569,5219.0,749.0,,,
22-05-2020,22-05-2020,Gujarat,12905,6644,5488.0,773.0,,,
23-05-2020,23-05-2020,Gujarat,13268,6586,5880.0,802.0,,,
24-05-2020,24-05-2020,Gujarat,13664,6666,6169.0,829.0,,,
25-05-2020,25-05-2020,Gujarat,14056,6786,6412.0,858.0,,,
26-05-2020,26-05-2020,Gujarat,14460,6936,6636.0,888.0,,,
27-05-2020,27-05-2020,Gujarat,14821,6767,7139.0,915.0,,,
28-05-2020,28-05-2020,Gujarat,15195,6708,7549.0,938.0,,,
29-05-2020,29-05-2020,Gujarat,15562,6599,8003.0,960.0,,,
30-05-2020,30-05-2020,Gujarat,15934,6343,8611.0,980.0,,,
31-05-2020,31-05-2020,Gujarat,16343,6106,9230.0,1007.0,,,
01-06-2020,01-06-2020,Gujarat,16779,5822,9919.0,1038.0,,,
02-06-2020,02-06-2020,Gujarat,17200,5357,10780.0,1063.0,,,
03-06-2020,03-06-2020,Gujarat,17617,4631,11894.0,1092.0,,,
04-06-2020,04-06-2020,Gujarat,18100,4766,12212.0,1122.0,,,
05-06-2020,05-06-2020,Gujarat,18584,4762,12667.0,1155.0,,,
06-06-2020,06-06-2020,Gujarat,19094,4901,13003.0,1190.0,,,
07-06-2020,07-06-2020,Gujarat,19592,5057,13316.0,1219.0,,,
08-06-2020,08-06-2020,Gujarat,20070,5186,13635.0,1249.0,,,
09-06-2020,09-06-2020,Gujarat,20545,5309,13956.0,1280.0,,,
10-06-2020,10-06-2020,Gujarat,21014,5336,14365.0,1313.0,,,
11-06-2020,11-06-2020,Gujarat,21521,5439,14735.0,1347.0,,,
12-06-2020,12-06-2020,Gujarat,22032,5546,15101.0,1385.0,,,
13-06-2020,13-06-2020,Gujarat,22527,5619,15493.0,1415.0,,,
14-06-2020,14-06-2020,Gujarat,23038,5707,15883.0,1448.0,,,
15-06-2020,15-06-2020,Gujarat,23544,5742,16325.0,1477.0,,,
16-06-2020,16-06-2020,Gujarat,24055,5886,16664.0,1505.0,,,
17-06-2020,17-06-2020,Gujarat,24577,5962,17082.0,1533.0,,,
18-06-2020,18-06-2020,Gujarat,25093,6103,17430.0,1560.0,,,
19-06-2020,19-06-2020,Gujarat,25601,6191,17819.0,1591.0,,,
20-06-2020,20-06-2020,Gujarat,26141,6364,18159.0,1618.0,,,
21-06-2020,21-06-2020,Gujarat,26680,6348,18694.0,1638.0,,,
22-06-2020,22-06-2020,Gujarat,27260,6248,19349.0,1663.0,,,
23-06-2020,23-06-2020,Gujarat,27825,6232,19909.0,1684.0,,,
24-06-2020,24-06-2020,Gujarat,28371,6148,20513.0,1710.0,,,
25-06-2020,25-06-2020,Gujarat,28943,6120,21088.0,1735.0,,,
26-06-2020,26-06-2020,Gujarat,29520,6269,21498.0,1753.0,,,
27-06-2020,27-06-2020,Gujarat,30095,6294,22030.0,1771.0,,,
28-06-2020,28-06-2020,Gujarat,30709,6511,22409.0,1789.0,,,
29-06-2020,29-06-2020,Gujarat,31320,6712,22800.0,1808.0,,,
30-06-2020,30-06-2020,Gujarat,31938,6871,23240.0,1827.0,,,
01-07-2020,01-07-2020,Gujarat,32557,7049,23662.0,1846.0,,,
02-07-2020,02-07-2020,Gujarat,33232,7335,24030.0,1867.0,,,
03-07-2020,03-07-2020,Gujarat,33913,7434,24593.0,1886.0,,,
04-07-2020,04-07-2020,Gujarat,34600,7763,24933.0,1904.0,,,
05-07-2020,05-07-2020,Gujarat,35312,7981,25406.0,1925.0,,,
06-07-2020,06-07-2020,Gujarat,36037,8202,25892.0,1943.0,,,
07-07-2020,07-07-2020,Gujarat,36772,8497,26315.0,1960.0,,,
08-07-2020,08-07-2020,Gujarat,37550,8853,26720.0,1977.0,,,
09-07-2020,09-07-2020,Gujarat,38333,9051,27289.0,1993.0,,,
10-07-2020,10-07-2020,Gujarat,39194,9468,27718.0,2008.0,,,
11-07-2020,11-07-2020,Gujarat,40069,9900,28147.0,2022.0,,,
12-07-2020,12-07-2020,Gujarat,40941,10260,28649.0,2032.0,,,
13-07-2020,13-07-2020,Gujarat,41820,10613,29162.0,2045.0,,,
14-07-2020,14-07-2020,Gujarat,42722,10897,29770.0,2055.0,,,
15-07-2020,15-07-2020,Gujarat,43637,11065,30503.0,2069.0,,,
16-07-2020,16-07-2020,Gujarat,44552,11187,31286.0,2079.0,,,
17-07-2020,17-07-2020,Gujarat,45481,11289,32103.0,2089.0,,,
18-07-2020,18-07-2020,Gujarat,46430,11351,32973.0,2106.0,,,
19-07-2020,19-07-2020,Gujarat,47390,11233,34035.0,2122.0,,,
20-07-2020,20-07-2020,Gujarat,48355,11312,34901.0,2142.0,,,
21-07-2020,21-07-2020,Gujarat,49353,11513,35678.0,2162.0,,,
