Date,Region,Confirmed_Cases,Active_Cases,Cured/Discharged,Death
01-08-2020,Andaman and Nicobar Islands,548,329,214.0,5.0
02-08-2020,Andaman and Nicobar Islands,636,403,226.0,7.0
03-08-2020,Andaman and Nicobar Islands,734,484,242.0,8.0
04-08-2020,Andaman and Nicobar Islands,830,557,263.0,10.0
05-08-2020,Andaman and Nicobar Islands,928,639,277.0,12.0
06-08-2020,Andaman and Nicobar Islands,1027,687,326.0,14.0
07-08-2020,Andaman and Nicobar Islands,1123,752,355.0,16.0
08-08-2020,Andaman and Nicobar Islands,1123,752,355.0,16.0
09-08-2020,Andaman and Nicobar Islands,1222,778,425.0,19.0
12-03-2020,Andhra Pradesh,1,1,0.0,0.0
13-03-2020,Andhra Pradesh,1,1,0.0,0.0
14-03-2020,Andhra Pradesh,1,1,0.0,0.0
15-03-2020,Andhra Pradesh,1,1,0.0,0.0
16-03-2020,Andhra Pradesh,1,1,0.0,0.0
17-03-2020,Andhra Pradesh,1,1,0.0,0.0
18-03-2020,Andhra Pradesh,1,1,0.0,0.0
19-03-2020,Andhra Pradesh,1,1,0.0,0.0
20-03-2020,Andhra Pradesh,2,2,0.0,0.0
21-03-2020,Andhra Pradesh,3,3,0.0,0.0
22-03-2020,Andhra Pradesh,5,5,0.0,0.0
23-03-2020,Andhra Pradesh,7,7,0.0,0.0
24-03-2020,Andhra Pradesh,7,7,0.0,0.0
25-03-2020,Andhra Pradesh,8,8,0.0,0.0
26-03-2020,Andhra Pradesh,11,10,1.0,0.0
27-03-2020,Andhra Pradesh,12,11,1.0,0.0
28-03-2020,Andhra Pradesh,14,13,1.0,0.0
29-03-2020,Andhra Pradesh,14,13,1.0,0.0
30-03-2020,Andhra Pradesh,19,18,1.0,0.0
31-03-2020,Andhra Pradesh,40,39,1.0,0.0
01-04-2020,Andhra Pradesh,83,82,1.0,0.0
02-04-2020,Andhra Pradesh,86,84,1.0,1.0
03-04-2020,Andhra Pradesh,132,130,1.0,1.0
04-04-2020,Andhra Pradesh,161,159,1.0,1.0
05-04-2020,Andhra Pradesh,161,159,1.0,1.0
06-04-2020,Andhra Pradesh,226,222,1.0,3.0
07-04-2020,Andhra Pradesh,266,262,1.0,3.0
08-04-2020,Andhra Pradesh,305,300,1.0,4.0
09-04-2020,Andhra Pradesh,348,338,6.0,4.0
10-04-2020,Andhra Pradesh,348,338,6.0,4.0
11-04-2020,Andhra Pradesh,363,350,7.0,6.0
12-04-2020,Andhra Pradesh,381,364,11.0,6.0
13-04-2020,Andhra Pradesh,427,409,11.0,7.0
14-04-2020,Andhra Pradesh,432,414,11.0,7.0
15-04-2020,Andhra Pradesh,483,458,16.0,9.0
16-04-2020,Andhra Pradesh,525,491,20.0,14.0
17-04-2020,Andhra Pradesh,534,500,20.0,14.0
18-04-2020,Andhra Pradesh,572,522,36.0,14.0
19-04-2020,Andhra Pradesh,603,546,42.0,15.0
20-04-2020,Andhra Pradesh,646,589,42.0,15.0
21-04-2020,Andhra Pradesh,722,610,92.0,20.0
22-04-2020,Andhra Pradesh,757,639,96.0,22.0
23-04-2020,Andhra Pradesh,813,669,120.0,24.0
24-04-2020,Andhra Pradesh,895,727,141.0,27.0
25-04-2020,Andhra Pradesh,955,781,145.0,29.0
26-04-2020,Andhra Pradesh,1061,859,171.0,31.0
27-04-2020,Andhra Pradesh,1097,835,231.0,31.0
28-04-2020,Andhra Pradesh,1183,917,235.0,31.0
29-04-2020,Andhra Pradesh,1259,970,258.0,31.0
30-04-2020,Andhra Pradesh,1332,1014,287.0,31.0
01-05-2020,Andhra Pradesh,1403,1051,321.0,31.0
02-05-2020,Andhra Pradesh,1463,1027,403.0,33.0
03-05-2020,Andhra Pradesh,1525,1051,441.0,33.0
04-05-2020,Andhra Pradesh,1583,1062,488.0,33.0
05-05-2020,Andhra Pradesh,1650,1090,524.0,36.0
06-05-2020,Andhra Pradesh,1717,1092,589.0,36.0
07-05-2020,Andhra Pradesh,1777,1012,729.0,36.0
08-05-2020,Andhra Pradesh,1847,1029,780.0,38.0
09-05-2020,Andhra Pradesh,1887,1004,842.0,41.0
10-05-2020,Andhra Pradesh,1930,999,887.0,44.0
11-05-2020,Andhra Pradesh,1980,1010,925.0,45.0
12-05-2020,Andhra Pradesh,2018,998,975.0,45.0
13-05-2020,Andhra Pradesh,2090,988,1056.0,46.0
14-05-2020,Andhra Pradesh,2137,948,1142.0,47.0
15-05-2020,Andhra Pradesh,2205,965,1192.0,48.0
16-05-2020,Andhra Pradesh,2307,1007,1252.0,48.0
17-05-2020,Andhra Pradesh,2355,953,1353.0,49.0
18-05-2020,Andhra Pradesh,2407,901,1456.0,50.0
19-05-2020,Andhra Pradesh,2474,872,1552.0,50.0
20-05-2020,Andhra Pradesh,2532,859,1621.0,52.0
21-05-2020,Andhra Pradesh,2602,909,1640.0,53.0
22-05-2020,Andhra Pradesh,2647,885,1709.0,53.0
23-05-2020,Andhra Pradesh,2709,891,1763.0,55.0
24-05-2020,Andhra Pradesh,2757,892,1809.0,56.0
25-05-2020,Andhra Pradesh,2823,911,1856.0,56.0
26-05-2020,Andhra Pradesh,3110,1158,1896.0,56.0
27-05-2020,Andhra Pradesh,3171,1105,2009.0,57.0
28-05-2020,Andhra Pradesh,3171,1056,2057.0,58.0
29-05-2020,Andhra Pradesh,3251,1067,2125.0,59.0
30-05-2020,Andhra Pradesh,3436,1150,2226.0,60.0
31-05-2020,Andhra Pradesh,3569,1220,2289.0,60.0
01-06-2020,Andhra Pradesh,3679,1268,2349.0,62.0
02-06-2020,Andhra Pradesh,3783,1341,2378.0,64.0
03-06-2020,Andhra Pradesh,3898,1413,2421.0,64.0
04-06-2020,Andhra Pradesh,4080,1546,2466.0,68.0
05-06-2020,Andhra Pradesh,4223,1613,2539.0,71.0
06-06-2020,Andhra Pradesh,4303,1654,2576.0,73.0
07-06-2020,Andhra Pradesh,4510,1817,2620.0,73.0
08-06-2020,Andhra Pradesh,4708,1951,2682.0,75.0
09-06-2020,Andhra Pradesh,4851,2031,2745.0,75.0
10-06-2020,Andhra Pradesh,5070,2191,2802.0,77.0
11-06-2020,Andhra Pradesh,5269,2292,2899.0,78.0
12-06-2020,Andhra Pradesh,5429,2301,3048.0,80.0
13-06-2020,Andhra Pradesh,5680,2495,3105.0,80.0
14-06-2020,Andhra Pradesh,5965,2688,3195.0,82.0
15-06-2020,Andhra Pradesh,6163,2765,3314.0,84.0
16-06-2020,Andhra Pradesh,6456,3052,3316.0,88.0
17-06-2020,Andhra Pradesh,6841,3244,3509.0,88.0
18-06-2020,Andhra Pradesh,7071,3340,3641.0,90.0
19-06-2020,Andhra Pradesh,7518,3637,3789.0,92.0
20-06-2020,Andhra Pradesh,7961,3948,3917.0,96.0
21-06-2020,Andhra Pradesh,8452,4240,4111.0,101.0
22-06-2020,Andhra Pradesh,8999,4562,4331.0,106.0
23-06-2020,Andhra Pradesh,9372,4766,4495.0,111.0
24-06-2020,Andhra Pradesh,10002,5284,4599.0,119.0
25-06-2020,Andhra Pradesh,10331,5428,4779.0,124.0
26-06-2020,Andhra Pradesh,10884,5760,4988.0,136.0
27-06-2020,Andhra Pradesh,11489,6145,5196.0,148.0
28-06-2020,Andhra Pradesh,12285,6648,5480.0,157.0
29-06-2020,Andhra Pradesh,13241,7164,5908.0,169.0
30-06-2020,Andhra Pradesh,13891,7479,6232.0,180.0
01-07-2020,Andhra Pradesh,14595,7897,6511.0,187.0
02-07-2020,Andhra Pradesh,15252,8071,6988.0,193.0
03-07-2020,Andhra Pradesh,16097,8586,7313.0,198.0
04-07-2020,Andhra Pradesh,16934,9096,7632.0,206.0
05-07-2020,Andhra Pradesh,17699,9473,8008.0,218.0
06-07-2020,Andhra Pradesh,18697,10043,8422.0,232.0
07-07-2020,Andhra Pradesh,20019,10860,8920.0,239.0
08-07-2020,Andhra Pradesh,21197,11200,9745.0,252.0
09-07-2020,Andhra Pradesh,22259,10894,11101.0,264.0
10-07-2020,Andhra Pradesh,23814,11383,12154.0,277.0
11-07-2020,Andhra Pradesh,25422,11936,13194.0,292.0
12-07-2020,Andhra Pradesh,27235,12533,14393.0,309.0
13-07-2020,Andhra Pradesh,29168,13428,15412.0,328.0
14-07-2020,Andhra Pradesh,31103,14274,16464.0,365.0
15-07-2020,Andhra Pradesh,33019,15144,17467.0,408.0
16-07-2020,Andhra Pradesh,35451,16621,18378.0,452.0
17-07-2020,Andhra Pradesh,38044,18159,19393.0,492.0
18-07-2020,Andhra Pradesh,40646,19814,20298.0,534.0
19-07-2020,Andhra Pradesh,44609,22260,21763.0,586.0
20-07-2020,Andhra Pradesh,49650,26118,22890.0,642.0
21-07-2020,Andhra Pradesh,53724,28800,24228.0,696.0
22-07-2020,Andhra Pradesh,58668,32336,25574.0,758.0
23-07-2020,Andhra Pradesh,64713,31763,32127.0,823.0
24-07-2020,Andhra Pradesh,72711,34272,37555.0,884.0
25-07-2020,Andhra Pradesh,80858,39990,39935.0,933.0
26-07-2020,Andhra Pradesh,88671,44431,43255.0,985.0
27-07-2020,Andhra Pradesh,96298,48956,46301.0,1041.0
28-07-2020,Andhra Pradesh,102349,51701,49558.0,1090.0
29-07-2020,Andhra Pradesh,110297,56527,52622.0,1148.0
30-07-2020,Andhra Pradesh,120390,63771,55406.0,1213.0
31-07-2020,Andhra Pradesh,130557,69252,60024.0,1281.0
01-08-2020,Andhra Pradesh,140933,75720,63864.0,1349.0
02-08-2020,Andhra Pradesh,150209,72188,76614.0,1407.0
03-08-2020,Andhra Pradesh,158764,74404,82886.0,1474.0
04-08-2020,Andhra Pradesh,166586,76377,88672.0,1537.0
05-08-2020,Andhra Pradesh,176333,79104,95625.0,1604.0
06-08-2020,Andhra Pradesh,186461,80426,104354.0,1681.0
07-08-2020,Andhra Pradesh,196789,82166,112870.0,1753.0
08-08-2020,Andhra Pradesh,196789,82166,112870.0,1753.0
09-08-2020,Andhra Pradesh,206960,84654,120464.0,1842.0
03-04-2020,Arunachal Pradesh,1,1,0.0,0.0
04-04-2020,Arunachal Pradesh,1,1,0.0,0.0
05-04-2020,Arunachal Pradesh,1,1,0.0,0.0
06-04-2020,Arunachal Pradesh,1,1,0.0,0.0
07-04-2020,Arunachal Pradesh,1,1,0.0,0.0
08-04-2020,Arunachal Pradesh,1,1,0.0,0.0
09-04-2020,Arunachal Pradesh,1,1,0.0,0.0
10-04-2020,Arunachal Pradesh,1,1,0.0,0.0
11-04-2020,Arunachal Pradesh,1,1,0.0,0.0
12-04-2020,Arunachal Pradesh,1,1,0.0,0.0
13-04-2020,Arunachal Pradesh,1,1,0.0,0.0
14-04-2020,Arunachal Pradesh,1,1,0.0,0.0
15-04-2020,Arunachal Pradesh,1,1,0.0,0.0
16-04-2020,Arunachal Pradesh,1,1,0.0,0.0
17-04-2020,Arunachal Pradesh,1,1,0.0,0.0
18-04-2020,Arunachal Pradesh,1,1,0.0,0.0
19-04-2020,Arunachal Pradesh,1,1,0.0,0.0
20-04-2020,Arunachal Pradesh,1,1,0.0,0.0
21-04-2020,Arunachal Pradesh,1,1,0.0,0.0
22-04-2020,Arunachal Pradesh,1,0,1.0,0.0
23-04-2020,Arunachal Pradesh,1,0,1.0,0.0
24-04-2020,Arunachal Pradesh,1,0,1.0,0.0
25-04-2020,Arunachal Pradesh,1,0,1.0,0.0
26-04-2020,Arunachal Pradesh,1,0,1.0,0.0
27-04-2020,Arunachal Pradesh,1,0,1.0,0.0
28-04-2020,Arunachal Pradesh,1,0,1.0,0.0
29-04-2020,Arunachal Pradesh,1,0,1.0,0.0
30-04-2020,Arunachal Pradesh,1,0,1.0,0.0
01-05-2020,Arunachal Pradesh,1,0,1.0,0.0
02-05-2020,Arunachal Pradesh,1,0,1.0,0.0
03-05-2020,Arunachal Pradesh,1,0,1.0,0.0
04-05-2020,Arunachal Pradesh,1,0,1.0,0.0
05-05-2020,Arunachal Pradesh,1,0,1.0,0.0
06-05-2020,Arunachal Pradesh,1,0,1.0,0.0
07-05-2020,Arunachal Pradesh,1,0,1.0,0.0
08-05-2020,Arunachal Pradesh,1,0,1.0,0.0
09-05-2020,Arunachal Pradesh,1,0,1.0,0.0
10-05-2020,Arunachal Pradesh,1,0,1.0,0.0
11-05-2020,Arunachal Pradesh,1,0,1.0,0.0
12-05-2020,Arunachal Pradesh,1,0,1.0,0.0
13-05-2020,Arunachal Pradesh,1,0,1.0,0.0
14-05-2020,Arunachal Pradesh,1,0,1.0,0.0
15-05-2020,Arunachal Pradesh,1,0,1.0,0.0
16-05-2020,Arunachal Pradesh,1,0,1.0,0.0
17-05-2020,Arunachal Pradesh,1,0,1.0,0.0
18-05-2020,Arunachal Pradesh,1,0,1.0,0.0
19-05-2020,Arunachal Pradesh,1,0,1.0,0.0
20-05-2020,Arunachal Pradesh,1,0,1.0,0.0
21-05-2020,Arunachal Pradesh,1,0,1.0,0.0
22-05-2020,Arunachal Pradesh,1,0,1.0,0.0
23-05-2020,Arunachal Pradesh,1,0,1.0,0.0
24-05-2020,Arunachal Pradesh,1,0,1.0,0.0
25-05-2020,Arunachal Pradesh,1,0,1.0,0.0
26-05-2020,Arunachal Pradesh,2,1,1.0,0.0
27-05-2020,Arunachal Pradesh,2,1,1.0,0.0
28-05-2020,Arunachal Pradesh,2,1,1.0,0.0
29-05-2020,Arunachal Pradesh,3,2,1.0,0.0
30-05-2020,Arunachal Pradesh,3,2,1.0,0.0
31-05-2020,Arunachal Pradesh,4,3,1.0,0.0
01-06-2020,Arunachal Pradesh,4,3,1.0,0.0
02-06-2020,Arunachal Pradesh,22,21,1.0,0.0
03-06-2020,Arunachal Pradesh,22,21,1.0,0.0
04-06-2020,Arunachal Pradesh,38,37,1.0,0.0
05-06-2020,Arunachal Pradesh,42,41,1.0,0.0
06-06-2020,Arunachal Pradesh,45,44,1.0,0.0
07-06-2020,Arunachal Pradesh,47,46,1.0,0.0
08-06-2020,Arunachal Pradesh,51,50,1.0,0.0
09-06-2020,Arunachal Pradesh,51,50,1.0,0.0
10-06-2020,Arunachal Pradesh,57,56,1.0,0.0
11-06-2020,Arunachal Pradesh,57,55,2.0,0.0
12-06-2020,Arunachal Pradesh,61,57,4.0,0.0
13-06-2020,Arunachal Pradesh,67,63,4.0,0.0
14-06-2020,Arunachal Pradesh,87,83,4.0,0.0
15-06-2020,Arunachal Pradesh,91,84,7.0,0.0
16-06-2020,Arunachal Pradesh,91,84,7.0,0.0
17-06-2020,Arunachal Pradesh,95,88,7.0,0.0
18-06-2020,Arunachal Pradesh,99,92,7.0,0.0
19-06-2020,Arunachal Pradesh,103,93,10.0,0.0
20-06-2020,Arunachal Pradesh,103,92,11.0,0.0
21-06-2020,Arunachal Pradesh,135,121,14.0,0.0
22-06-2020,Arunachal Pradesh,135,120,15.0,0.0
23-06-2020,Arunachal Pradesh,139,118,21.0,0.0
24-06-2020,Arunachal Pradesh,148,126,22.0,0.0
25-06-2020,Arunachal Pradesh,158,120,38.0,0.0
26-06-2020,Arunachal Pradesh,160,121,38.0,1.0
27-06-2020,Arunachal Pradesh,172,129,42.0,1.0
28-06-2020,Arunachal Pradesh,177,122,54.0,1.0
29-06-2020,Arunachal Pradesh,182,121,60.0,1.0
30-06-2020,Arunachal Pradesh,187,125,61.0,1.0
01-07-2020,Arunachal Pradesh,191,128,62.0,1.0
02-07-2020,Arunachal Pradesh,195,128,66.0,1.0
03-07-2020,Arunachal Pradesh,195,128,66.0,1.0
04-07-2020,Arunachal Pradesh,252,176,75.0,1.0
05-07-2020,Arunachal Pradesh,259,182,76.0,1.0
06-07-2020,Arunachal Pradesh,269,190,78.0,1.0
07-07-2020,Arunachal Pradesh,270,176,92.0,2.0
08-07-2020,Arunachal Pradesh,276,169,105.0,2.0
09-07-2020,Arunachal Pradesh,287,176,109.0,2.0
10-07-2020,Arunachal Pradesh,302,180,120.0,2.0
11-07-2020,Arunachal Pradesh,335,213,120.0,2.0
12-07-2020,Arunachal Pradesh,341,214,125.0,2.0
13-07-2020,Arunachal Pradesh,359,219,138.0,2.0
14-07-2020,Arunachal Pradesh,387,240,145.0,2.0
15-07-2020,Arunachal Pradesh,462,306,153.0,3.0
16-07-2020,Arunachal Pradesh,462,306,153.0,3.0
17-07-2020,Arunachal Pradesh,543,387,153.0,3.0
18-07-2020,Arunachal Pradesh,609,431,175.0,3.0
19-07-2020,Arunachal Pradesh,650,373,274.0,3.0
20-07-2020,Arunachal Pradesh,740,455,282.0,3.0
21-07-2020,Arunachal Pradesh,790,502,285.0,3.0
22-07-2020,Arunachal Pradesh,858,552,303.0,3.0
23-07-2020,Arunachal Pradesh,949,632,314.0,3.0
24-07-2020,Arunachal Pradesh,991,654,334.0,3.0
25-07-2020,Arunachal Pradesh,1056,661,392.0,3.0
26-07-2020,Arunachal Pradesh,1126,695,428.0,3.0
27-07-2020,Arunachal Pradesh,1158,650,505.0,3.0
28-07-2020,Arunachal Pradesh,1239,662,574.0,3.0
29-07-2020,Arunachal Pradesh,1330,710,617.0,3.0
30-07-2020,Arunachal Pradesh,1410,730,677.0,3.0
31-07-2020,Arunachal Pradesh,1484,654,827.0,3.0
01-08-2020,Arunachal Pradesh,1591,670,918.0,3.0
02-08-2020,Arunachal Pradesh,1673,701,969.0,3.0
03-08-2020,Arunachal Pradesh,1698,699,996.0,3.0
04-08-2020,Arunachal Pradesh,1758,692,1063.0,3.0
05-08-2020,Arunachal Pradesh,1790,682,1105.0,3.0
06-08-2020,Arunachal Pradesh,1855,642,1210.0,3.0
07-08-2020,Arunachal Pradesh,1948,700,1245.0,3.0
08-08-2020,Arunachal Pradesh,1948,700,1245.0,3.0
09-08-2020,Arunachal Pradesh,2049,720,1326.0,3.0
02-04-2020,Assam,1,1,0.0,0.0
03-04-2020,Assam,16,16,0.0,0.0
04-04-2020,Assam,24,24,0.0,0.0
05-04-2020,Assam,24,24,0.0,0.0
06-04-2020,Assam,26,26,0.0,0.0
07-04-2020,Assam,26,26,0.0,0.0
08-04-2020,Assam,27,27,0.0,0.0
09-04-2020,Assam,28,28,0.0,0.0
10-04-2020,Assam,29,29,0.0,0.0
11-04-2020,Assam,29,28,0.0,1.0
12-04-2020,Assam,29,28,0.0,1.0
13-04-2020,Assam,29,28,0.0,1.0
14-04-2020,Assam,31,30,0.0,1.0
15-04-2020,Assam,32,31,0.0,1.0
16-04-2020,Assam,33,32,0.0,1.0
17-04-2020,Assam,35,29,5.0,1.0
18-04-2020,Assam,35,29,5.0,1.0
19-04-2020,Assam,35,22,12.0,1.0
20-04-2020,Assam,35,17,17.0,1.0
21-04-2020,Assam,35,15,19.0,1.0
22-04-2020,Assam,35,15,19.0,1.0
23-04-2020,Assam,35,15,19.0,1.0
24-04-2020,Assam,36,16,19.0,1.0
25-04-2020,Assam,36,16,19.0,1.0
26-04-2020,Assam,36,16,19.0,1.0
27-04-2020,Assam,36,8,27.0,1.0
28-04-2020,Assam,36,8,27.0,1.0
29-04-2020,Assam,38,10,27.0,1.0
30-04-2020,Assam,38,8,29.0,1.0
01-05-2020,Assam,42,12,29.0,1.0
02-05-2020,Assam,43,10,32.0,1.0
03-05-2020,Assam,43,10,32.0,1.0
04-05-2020,Assam,43,10,32.0,1.0
05-05-2020,Assam,43,10,32.0,1.0
06-05-2020,Assam,43,10,32.0,1.0
07-05-2020,Assam,45,12,32.0,1.0
08-05-2020,Assam,54,19,34.0,1.0
